t_seconds,latency_ms
0.967194,472.2616
1.417028,26.3684
1.344490,102.9308
1.404557,46.4746
1.426344,25.6497
1.284058,168.8724
1.317552,137.8298
1.313658,149.7426
1.070556,394.2552
1.443397,24.2673
1.347780,121.4466
1.396902,75.2495
1.420040,53.1114
1.398894,78.6128
1.394446,87.1550
1.433738,48.8074
1.105578,380.1899
1.367054,125.3223
1.435109,59.1093
1.139042,357.7354
1.196370,306.7422
1.413449,91.6230
1.400303,108.3293
1.377146,135.7308
1.464811,49.0092
1.439456,79.4309
1.369467,152.7298
1.210774,316.2987
1.303664,227.2591
1.421456,110.4399
1.481601,51.6844
1.124588,412.8177
1.513821,27.1291
1.472152,73.7796
1.482546,66.8157
1.451032,101.0440
0.894518,658.4931
1.527073,28.0286
1.087846,479.6109
1.463401,106.8332
1.485769,88.1123
1.336584,240.0806
1.340729,238.1272
1.467665,115.0662
1.469227,115.1194
1.452931,135.0228
1.346411,242.5863
1.567457,27.1027
1.360362,240.8885
1.522197,80.1196
1.402120,201.1735
1.451994,155.3313
1.582732,25.5913
1.512877,105.2433
1.338006,282.4466
1.494219,127.5715
1.594560,29.1140
1.545932,79.1154
1.424489,204.8542
1.389831,240.9273
1.531896,102.6615
1.393411,247.3909
1.455382,187.7448
1.496778,150.5793
1.578857,71.2467
1.587954,63.5498
1.576665,76.9580
1.363198,296.4202
1.570234,90.4414
1.533286,129.2826
1.620453,44.1496
1.503113,164.8233
1.505073,166.5203
1.584347,88.2295
1.608323,65.4508
1.530924,146.5332
1.540951,142.9976
1.643127,44.3375
1.473152,215.2329
1.333629,356.0927
1.667937,25.0437
1.671594,26.0254
1.672577,26.0303
1.640803,61.8847
1.625048,78.6167
1.662569,44.7379
1.621791,88.2266
1.602317,109.8901
1.316240,400.0020
1.697620,23.9779
1.477507,247.0460
1.698608,27.4657
1.603294,127.1494
1.629344,102.5364
1.647357,90.0974
1.660676,78.1313
1.710018,30.9521
1.651505,91.4550
0.990605,757.1129
1.447421,302.1270
1.721598,31.1272
1.618121,138.5432
1.730444,27.2544
1.653623,108.6235
1.607325,156.1074
1.650104,114.2922
1.623675,142.1090
1.702688,68.9315
1.630759,143.6462
1.707307,69.7242
1.664603,113.8454
1.549362,236.2483
1.762248,24.3408
1.334997,453.0181
1.555102,235.1662
1.689722,105.2369
1.659619,137.4327
1.712208,91.9060
1.518887,286.2622
1.724554,81.5459
1.553012,256.2576
1.716243,94.7740
1.786590,27.8749
1.788016,29.7063
1.726074,94.5442
1.422642,403.6544
1.757699,71.8142
1.764397,67.9687
1.673775,162.5096
1.809270,29.9104
1.742960,98.4734
1.778449,66.0280
1.740970,107.5566
1.738808,111.7113
1.829514,27.8160
1.774405,90.6854
1.756665,112.8975
1.278227,592.8068
1.817722,56.4178
1.763433,111.9426
1.737455,139.3985
1.804114,76.4416
1.857330,26.2542
1.814465,73.5434
1.844477,47.9273
1.841434,55.4766
1.839181,60.5267
1.410245,492.0752
1.865092,41.0611
1.601251,306.0139
1.749548,158.7322
1.880557,29.7672
1.573882,339.3222
1.888009,30.0938
1.892405,29.3936
1.107893,814.8451
1.692981,235.9233
1.794959,134.9311
1.790269,141.3247
