t_seconds,latency_ms
0.682441,276.0690
0.880322,80.5401
0.732219,232.3626
0.939318,27.5061
0.835156,138.3106
0.624830,349.6161
0.153133,824.7465
0.899564,80.6202
0.916026,67.1337
0.584476,402.4885
0.833760,157.3519
0.919008,76.8340
0.444322,552.4761
0.949665,54.1743
0.977880,26.9033
0.980184,27.5762
0.908839,103.7150
0.870207,143.7537
0.849981,165.8515
0.580269,438.8123
0.892171,128.4556
0.996799,25.8250
1.007761,22.9707
0.941217,91.9177
0.785564,251.7580
0.882936,157.1865
0.995842,46.9694
0.986965,59.8695
0.957302,94.1427
0.991112,62.2216
0.711552,346.3154
1.033135,30.6043
0.958510,106.5501
0.955290,112.3277
0.856866,214.8598
0.945834,132.2622
0.817817,261.6098
1.004784,77.8299
0.784136,300.4821
0.871258,217.6155
0.938279,153.1708
0.744211,350.7681
0.966825,131.1242
1.019082,79.9095
0.846995,253.9296
1.015833,93.2508
0.973467,139.2143
1.084619,29.3713
1.046835,72.1016
1.003840,116.0463
0.983160,141.6535
1.067618,60.5999
0.974446,155.7008
0.914198,217.3426
1.071727,62.4511
1.065061,72.4800
1.063740,77.9933
0.774744,368.7594
1.118937,27.6747
1.022624,125.8773
1.079428,74.2867
1.100925,54.5469
1.124814,33.9944
1.097950,62.7250
1.137541,27.5923
1.030732,141.4682
0.964582,209.4953
0.826076,348.9789
1.057868,118.9583
1.153715,25.0830
1.148502,37.4450
1.053334,133.5889
0.825091,363.2917
0.906233,286.8173
1.112681,82.1935
0.868013,330.5034
1.172201,27.3759
1.094980,109.4616
1.128219,80.4932
1.109084,101.0481
0.758776,452.7600
1.185947,26.5585
1.113990,104.8896
1.194875,26.7089
1.119887,103.8689
0.864732,362.0765
1.186924,42.8813
1.130148,104.2011
1.131542,107.7161
1.134178,107.8920
1.143504,102.3359
1.078097,169.6971
0.928738,321.9957
1.013961,238.5129
1.208713,46.2503
1.218880,40.7757
1.174078,90.8749
0.934681,334.6383
1.188383,83.4685
1.175056,99.3441
1.146612,130.3872
1.198517,84.3992
1.242071,42.2275
1.051445,235.9416
1.040123,249.3058
1.042812,248.1266
1.269320,25.4411
1.088874,211.6626
1.239258,64.1729
1.165134,141.5764
0.857807,450.0503
0.960863,350.2135
1.160675,157.9913
1.204442,115.6413
1.259657,61.9380
1.155473,167.1265
1.294761,29.8020
1.300537,29.6858
1.277000,56.1969
1.229805,104.9307
1.290939,51.8890
0.877417,466.7837
1.176827,173.8283
1.271852,82.5966
1.212506,144.2382
1.141734,216.5016
1.020628,339.0410
1.226809,133.9604
1.082614,284.5260
1.289429,78.9689
1.318667,52.2968
1.344201,30.5116
1.211536,167.6596
1.091450,289.8957
0.913247,469.5638
1.282917,102.5267
1.322600,68.9887
1.354449,39.5373
1.311077,86.8988
1.199577,199.9272
1.333198,69.6308
1.379196,24.6307
1.098992,307.8167
1.356745,52.2890
0.944249,467.6516
1.306711,109.4216
1.367141,53.0203
1.303432,118.0593
1.397976,27.4594
1.370964,59.9814
1.254963,177.4324
1.374713,62.7395
1.391589,47.3788
1.158809,281.9895
1.382811,59.9233
0.839502,606.0644
1.350656,100.2863
1.245840,208.5374
1.425436,30.3420
1.221585,235.1171
1.193051,270.3854
1.223756,240.6266
1.437453,27.8493
1.399505,67.4055
1.360770,109.4128
1.385444,89.1198
1.409035,68.3690
1.393987,85.4180
1.411901,75.3559
1.456702,31.5471
1.463437,25.8280
1.464383,25.8600
1.342828,151.6143
1.403828,98.4639
1.430946,72.7077
1.250735,253.8339
1.307858,198.8935
1.440799,70.4479
1.487257,26.3242
1.432396,84.3930
1.490244,30.1769
1.274400,251.1846
1.368399,158.7462
1.445567,83.4025
1.037322,497.8639
1.465303,71.2897
1.494443,45.7883
1.474564,67.7963
1.513582,30.4716
1.488250,58.7108
1.406809,141.1007
1.470184,82.3852
1.321595,231.8602
1.525586,31.9828
1.504569,56.9986
1.450943,111.7637
1.324564,239.0483
1.234349,332.5466
1.334737,235.5456
1.402829,168.3586
1.544055,29.5963
1.502292,74.7876
1.438968,140.5674
1.552569,29.6944
1.252474,333.7150
1.511248,76.9532
1.561568,28.0362
1.012554,579.5128
1.570283,25.1835
1.571188,27.3388
1.455779,145.9276
1.264954,340.4557
1.442735,164.7932
1.381346,227.7635
1.536593,73.9842
1.588201,26.3450
1.562707,58.8463
1.577080,45.9227
1.330224,294.1546
1.421491,206.5689
1.605410,23.5867
1.247794,386.9777
1.520421,115.8565
1.614547,26.2304
1.284299,357.4261
1.546961,97.2053
1.178798,470.5437
1.628061,23.3344
1.628997,25.8001
1.566896,88.9988
1.535186,122.1305
1.610577,51.7388
1.579536,85.6846
1.598527,69.2835
1.582264,90.6301
1.649343,26.3900
1.210133,467.8780
1.540232,140.1842
1.592067,92.4974
1.662317,25.2850
1.621554,69.7615
1.563613,131.0384
1.595467,100.6375
1.553456,145.3499
1.489265,213.4384
1.665221,46.0761
1.624379,88.3551
1.506752,207.2111
1.644167,79.5329
1.547910,176.8149
1.466911,258.7756
1.416133,311.4068
1.516790,216.9239
1.479405,257.9307
1.359670,378.8323
1.636278,106.6335
1.641725,104.5603
1.589605,161.7070
1.477404,276.6807
1.678011,77.0291
1.654798,104.1374
1.694651,65.2790
1.737336,23.6875
1.601707,165.7823
